date,weeks_since_2026_06_01,months_since_start,phase,observed_average_length_cm,observed_error_cm,observed_lower_cm,observed_upper_cm,observed_data_type,vbgf_predicted_length_cm,vbgf_prediction_error_cm,vbgf_prediction_lower_cm,vbgf_prediction_upper_cm,comet_reference_length_cm,comet_reference_lower_cm,comet_reference_upper_cm,vbgf_linf_cm,vbgf_k_per_year,vbgf_t0_year,comet_reference_linf_cm,comet_reference_k_per_year,comet_reference_t0_year,reference_profile_type,note
2030-02-06,192.286,44.223,prediction,,,,,model_prediction,24.07,1.15,22.92,25.22,23.17,19.7,26.65,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-02-13,193.286,44.453,prediction,,,,,model_prediction,24.09,1.16,22.93,25.24,23.21,19.73,26.7,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-02-20,194.286,44.683,prediction,,,,,model_prediction,24.1,1.16,22.94,25.26,23.25,19.77,26.74,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-02-27,195.286,44.913,prediction,,,,,model_prediction,24.12,1.17,22.95,25.28,23.3,19.8,26.79,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-03-06,196.286,45.143,prediction,,,,,model_prediction,24.13,1.17,22.96,25.3,23.34,19.84,26.84,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-03-13,197.286,45.373,prediction,,,,,model_prediction,24.15,1.18,22.97,25.32,23.38,19.87,26.88,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-03-20,198.286,45.603,prediction,,,,,model_prediction,24.16,1.18,22.98,25.34,23.41,19.9,26.93,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-03-27,199.286,45.833,prediction,,,,,model_prediction,24.17,1.19,22.99,25.36,23.45,19.94,26.97,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-04-03,200.286,46.063,prediction,,,,,model_prediction,24.19,1.19,23.0,25.38,23.49,19.97,27.02,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-04-10,201.286,46.293,prediction,,,,,model_prediction,24.2,1.2,23.0,25.4,23.53,20.0,27.06,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-04-17,202.286,46.523,prediction,,,,,model_prediction,24.21,1.2,23.01,25.41,23.57,20.03,27.1,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-04-24,203.286,46.753,prediction,,,,,model_prediction,24.23,1.21,23.02,25.43,23.61,20.07,27.15,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-05-01,204.286,46.982,prediction,,,,,model_prediction,24.24,1.21,23.03,25.45,23.64,20.1,27.19,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-05-08,205.286,47.212,prediction,,,,,model_prediction,24.25,1.22,23.04,25.47,23.68,20.13,27.23,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-05-15,206.286,47.442,prediction,,,,,model_prediction,24.26,1.22,23.04,25.48,23.72,20.16,27.28,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-05-22,207.286,47.672,prediction,,,,,model_prediction,24.27,1.22,23.05,25.5,23.75,20.19,27.32,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-05-29,208.286,47.902,prediction,,,,,model_prediction,24.29,1.23,23.06,25.52,23.79,20.22,27.36,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
2030-06-01,208.714,48.001,prediction,,,,,model_prediction,24.29,1.23,23.06,25.52,23.81,20.23,27.38,25.0,0.858371,-0.151576,28.0,0.446287,-0.253937,project_comet_reference_profile,"Future user-fish value is vBGF prediction; comet reference is a comparison profile, not an official standard average."
